Answer,Division,Grouping,Level,Org_Group,Organization,Q Id,Q-Pillar_Group,Question Id,Question Id Details,Question Id Enum,Question Id Short,Question Type,State,Submission Id,Text Answer,Title,Value_NULL,Wording,Completion_Rate,Q_Score,Score_Status,Value
,Testing,People,Management / Associate,Test1,Test1,GM9_3,GM9_3,QID673,QID67,GM9_3,GM9,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following best describes you?,1,,Optimizing AI,
,Testing,Prevent bias in training data,Management / Associate,Test1,Test1,DTM1_1,DTM1_1,QID711,QID71,DTM1_1,DTM1,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Testing,Prevent bias in AI models,Management / Associate,Test1,Test1,DTM1_2,DTM1_2,QID712,QID71,DTM1_2,DTM1,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Testing,Identify bias in AI models,Management / Associate,Test1,Test1,DTM1_3,DTM1_3,QID713,QID71,DTM1_3,DTM1,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Testing,Address bias in AI models,Management / Associate,Test1,Test1,DTM1_4,DTM1_4,QID714,QID71,DTM1_4,DTM1,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Testing,Understand why AI models became biased,Management / Associate,Test1,Test1,DTM1_5,DTM1_5,QID715,QID71,DTM1_5,DTM1,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Testing,Document best practices in preventing bias in AI models,Management / Associate,Test1,Test1,DTM1_6,DTM1_6,QID716,QID71,DTM1_6,DTM1,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Testing,Data,Management / Associate,Test1,Test1,DTM2,DTM2,QID72,QID72,DTM2,DTM2,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE," My organization has a standardized ability (, API Management) to access data from ",1,,Optimizing AI,
,Testing,Data wrangling,Management / Associate,Test1,Test1,DTM3_1,DTM3_1,QID731,QID73,DTM3_1,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Solution architecture,Management / Associate,Test1,Test1,DTM3_10,DTM3_10,QID7310,QID73,DTM3_10,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Data engineering,Management / Associate,Test1,Test1,DTM3_2,DTM3_2,QID732,QID73,DTM3_2,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Data curation,Management / Associate,Test1,Test1,DTM3_3,DTM3_3,QID733,QID73,DTM3_3,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Data exploration,Management / Associate,Test1,Test1,DTM3_4,DTM3_4,QID734,QID73,DTM3_4,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Data analysis,Management / Associate,Test1,Test1,DTM3_5,DTM3_5,QID735,QID73,DTM3_5,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Algorithm development,Management / Associate,Test1,Test1,DTM3_6,DTM3_6,QID736,QID73,DTM3_6,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Algorithm validation,Management / Associate,Test1,Test1,DTM3_7,DTM3_7,QID737,QID73,DTM3_7,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Full stack development,Management / Associate,Test1,Test1,DTM3_8,DTM3_8,QID738,QID73,DTM3_8,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,UX generation,Management / Associate,Test1,Test1,DTM3_9,DTM3_9,QID739,QID73,DTM3_9,DTM3,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Testing,Natural language processing,Management / Associate,Test1,Test1,DTM4_1,DTM4_1,"QID74,choiceId:1",QID74,DTM4_1,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Unsupervised learning,Management / Associate,Test1,Test1,DTM4_2,DTM4_2,"QID74,choiceId:2",QID74,DTM4_2,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Supervised learning,Management / Associate,Test1,Test1,DTM4_3,DTM4_3,"QID74,choiceId:3",QID74,DTM4_3,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Forecasting and simulation,Management / Associate,Test1,Test1,DTM4_4,DTM4_4,"QID74,choiceId:4",QID74,DTM4_4,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Process automation,Management / Associate,Test1,Test1,DTM4_5,DTM4_5,"QID74,choiceId:5",QID74,DTM4_5,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Statistical modeling,Management / Associate,Test1,Test1,DTM4_6,DTM4_6,"QID74,choiceId:6",QID74,DTM4_6,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Neural networks,Management / Associate,Test1,Test1,DTM4_7,DTM4_7,"QID74,choiceId:7",QID74,DTM4_7,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Other,Management / Associate,Test1,Test1,DTM4_9,DTM4_9,"QID74,choiceId:9",QID74,DTM4_9,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,(please specify),Management / Associate,Test1,Test1,DTM4_9_TEXT,DTM4_9_TEXT,QID749TEXT,QID74,DTM4_9_TEXT,DTM4,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,MySQL,Management / Associate,Test1,Test1,DTM5_1,DTM5_1,"QID75,choiceId:1",QID75,DTM5_1,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Microsoft Azure Data Lake,Management / Associate,Test1,Test1,DTM5_10,DTM5_10,"QID75,choiceId:10",QID75,DTM5_10,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Amazon Redshift,Management / Associate,Test1,Test1,DTM5_11,DTM5_11,"QID75,choiceId:11",QID75,DTM5_11,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Amazon Athena,Management / Associate,Test1,Test1,DTM5_12,DTM5_12,"QID75,choiceId:12",QID75,DTM5_12,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Amazon DynamoDB,Management / Associate,Test1,Test1,DTM5_13,DTM5_13,"QID75,choiceId:13",QID75,DTM5_13,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Google Cloud BigQuery,Management / Associate,Test1,Test1,DTM5_14,DTM5_14,"QID75,choiceId:14",QID75,DTM5_14,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Google Cloud BigQuery,Management / Associate,Test1,Test1,DTM5_15,DTM5_15,"QID75,choiceId:15",QID75,DTM5_15,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Google Cloud Firestore,Management / Associate,Test1,Test1,DTM5_16,DTM5_16,"QID75,choiceId:16",QID75,DTM5_16,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Other,Management / Associate,Test1,Test1,DTM5_18,DTM5_18,"QID75,choiceId:18",QID75,DTM5_18,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,PostgreSQL,Management / Associate,Test1,Test1,DTM5_2,DTM5_2,"QID75,choiceId:2",QID75,DTM5_2,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,SQLite,Management / Associate,Test1,Test1,DTM5_3,DTM5_3,"QID75,choiceId:3",QID75,DTM5_3,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Oracle Database,Management / Associate,Test1,Test1,DTM5_4,DTM5_4,"QID75,choiceId:4",QID75,DTM5_4,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,MongoDB,Management / Associate,Test1,Test1,DTM5_5,DTM5_5,"QID75,choiceId:5",QID75,DTM5_5,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Snowflake,Management / Associate,Test1,Test1,DTM5_6,DTM5_6,"QID75,choiceId:6",QID75,DTM5_6,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,IBM Db2,Management / Associate,Test1,Test1,DTM5_7,DTM5_7,"QID75,choiceId:7",QID75,DTM5_7,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Microsoft SQL Server,Management / Associate,Test1,Test1,DTM5_8,DTM5_8,"QID75,choiceId:8",QID75,DTM5_8,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Microsoft Access,Management / Associate,Test1,Test1,DTM5_9,DTM5_9,"QID75,choiceId:9",QID75,DTM5_9,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,(please specify),Management / Associate,Test1,Test1,DTM5_18_TEXT,DTM5_18_TEXT,QID7518TEXT,QID75,DTM5_18_TEXT,DTM5,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Testing,Data,Management / Associate,Test1,Test1,DTM6,DTM6,QID76,QID76,DTM6,DTM6,Likert,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following best describes how your organization stores data?,1,,Optimizing AI,
,Testing,Amazon Web Services (AWS),Management / Associate,Test1,Test1,DTM6a_1,DTM6a_1,"QID77,choiceId:1",QID77,DTM6a_1,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Other,Management / Associate,Test1,Test1,DTM6a_10,DTM6a_10,"QID77,choiceId:10",QID77,DTM6a_10,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Microsoft Azure,Management / Associate,Test1,Test1,DTM6a_2,DTM6a_2,"QID77,choiceId:2",QID77,DTM6a_2,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Google Cloud Platform (GCP),Management / Associate,Test1,Test1,DTM6a_3,DTM6a_3,"QID77,choiceId:3",QID77,DTM6a_3,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,IBM Cloud / Red Hat,Management / Associate,Test1,Test1,DTM6a_4,DTM6a_4,"QID77,choiceId:4",QID77,DTM6a_4,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Oracle Cloud,Management / Associate,Test1,Test1,DTM6a_5,DTM6a_5,"QID77,choiceId:5",QID77,DTM6a_5,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,SAP Cloud,Management / Associate,Test1,Test1,DTM6a_6,DTM6a_6,"QID77,choiceId:6",QID77,DTM6a_6,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Salesforce Cloud,Management / Associate,Test1,Test1,DTM6a_7,DTM6a_7,"QID77,choiceId:7",QID77,DTM6a_7,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,VMware Cloud,Management / Associate,Test1,Test1,DTM6a_8,DTM6a_8,"QID77,choiceId:8",QID77,DTM6a_8,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,(please specify),Management / Associate,Test1,Test1,DTM6a_10_TEXT,DTM6a_10_TEXT,QID7710TEXT,QID77,DTM6a_10_TEXT,DTM6a,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Amazon Sagemaker,Management / Associate,Test1,Test1,DTM7_1,DTM7_1,"QID78,choiceId:1",QID78,DTM7_1,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Other,Management / Associate,Test1,Test1,DTM7_12,DTM7_12,"QID78,choiceId:12",QID78,DTM7_12,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Amazon,Management / Associate,Test1,Test1,DTM7_2,DTM7_2,"QID78,choiceId:2",QID78,DTM7_2,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Amazon Rekognition,Management / Associate,Test1,Test1,DTM7_3,DTM7_3,"QID78,choiceId:3",QID78,DTM7_3,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Azure Machine Learning Studio,Management / Associate,Test1,Test1,DTM7_4,DTM7_4,"QID78,choiceId:4",QID78,DTM7_4,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Azure Cognitive Services,Management / Associate,Test1,Test1,DTM7_5,DTM7_5,"QID78,choiceId:5",QID78,DTM7_5,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Testing,Google Cloud AI Platform / Google Cloud ML Engine,Management / Associate,Test1,Test1,DTM7_6,DTM7_6,"QID78,choiceId:6",QID78,DTM7_6,DTM7,Multi-Punch,COMPLETED,R_2y3ZGs556diX84c,,Tester,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
